"id","object","sdh_knuckle_joint","sdh_finger_12_joint","sdh_finger_13_joint","sdh_finger_22_joint","sdh_finger_23_joint","sdh_thumb_2_joint","sdh_thumb_3_joint","direction","qw","qx","qy","qz","pos-x","pos-y","pos-z","eps_l1","vol_l1"
"0","fruittea","0.0","-0.98339999990500537","1.3752000072903929","1.098600033792116","1.570796326794897","-0.98540000000000028","1.50020000996795","SIDE","1.1748872667075047e-16","-0.68852921533967781","0.15375979950215637","0.70872099142101341","152.83575259647972","-11.585023796709264","49.277718140525685","0.014429015","0.000164840","0"
"1","fruittea","0.0","-0.60939999191984984","0.94719999999999693","-0.4783999922169378","0.94719999999999949","-0.98540000000000028","0.94719999999999971","SIDE","0.7130586188624789","0.1701412656994199","0.68014656933056239","-2.7247273109095279e-16","-189.27395897431657","28.554699896198144","27.177739799068014","0.009332574","0.000066560","1"
"2","fruittea","0.0","-0.79639999428260511","0.94719999999999815","1.098600033792118","1.5707963267948959","-0.74639999516736999","0.94719999999999938","SIDE","1.1748872667075047e-16","-0.68852921533967781","0.15375979950215637","0.70872099142101341","177.14667248291249","-17.014048570344499","49.163857336348983","0.000618080","0.000003114","2"
"3","fruittea","0.0","-0.95139999838509282","1.3602000065779281","-0.84839999675247846","1.4752000087805099","-0.98540000000000028","1.432200009997749","SIDE","0.70603758922547522","0.16824575612152082","0.68789845773033764","0.0","-163.84890876599303","21.472235441907493","50.286089141293523","0.025062442","0.000297611","3"
"4","fruittea","0.0","-0.75239999545235914","0.94719999999999815","-0.5793999937545522","0.94719999999999938","-0.78539999376014413","0.94719999999999904","SIDE","0.70772212171472337","-0.21929607549599975","-0.67159409594461383","0.0","159.37946585843775","-78.750190880724432","82.869877086306104","0.011563611","0.000079629","4"
"5","fruittea","0.0","-0.93839999776762062","0.94719999999999882","-0.75539999559484183","0.94719999999999915","-0.63539999315478102","0.94720000000000026","SIDE","3.1327827618298686e-16","-0.69017853282074548","0.14590406493714697","0.70877753679713917","183.49626404286613","-16.50717523743883","62.36972225629934","0.009405266","0.000049495","5"
"6","fruittea","0.0","1.0326000306572749","1.570796326794897","-0.80139999452010058","1.570796326794897","-0.98540000000000016","1.570796326794897","TOP","0.011540486872397809","-0.62133660744275232","0.78337376428945282","-0.011540486872397617","-30.748149969423164","-9.8492749591139095","237.03678048218242","0.000183676","0.000001037","6"
"7","fruittea","0.0","-0.72739999426491853","0.94719999999999638","-0.59339999115989028","0.94719999999999915","-0.83639999618251104","0.94719999999999938","SIDE","7.9053782646113798e-17","0.67922590459904708","-0.21348232246207219","0.70219475113233798","-179.92310038080527","65.846578932093905","85.386137748281399","0.008645699","0.000033478","7"
"8","fruittea","0.0","-0.88039999827239734","1.324200008127661","-0.67339999495968272","1.296200006797724","-0.98539999999999994","1.2802000060377601","SIDE","7.905378264611381e-17","0.67922590459904708","-0.21348232246207219","0.70219475113233798","-156.16150792438509","58.378253727406218","85.041257229838394","0.024943821","0.000258700","8"
"9","fruittea","0.0","-0.56439999304208754","0.94719999999999949","-0.42839998984206767","0.94719999999999949","-0.90439999615271316","0.94719999999999949","SIDE","1.1961227301065387e-16","0.68480546509969409","-0.2154818973378658","0.6961386549310884","-222.90697004626537","79.58919357290894","109.53834151099339","0.009432163","0.000074399","9"
"10","fruittea","0.0","-0.60539999172985748","0.94719999999999338","-0.49239998962226839","0.94719999999999949","-0.95539999857507518","0.9472000000000016","SIDE","0.7130586188624789","0.17014126569941987","0.68014656933056228","-2.5301039315588476e-16","-213.43588045465856","34.598896967487633","26.756631569272884","0.009510655","0.000047310","10"
"11","fruittea","0.0","-0.60739999182485893","0.94719999999999827","1.098600033792112","1.570796326794897","-0.91139999648519543","0.94719999999999949","SIDE","1.7542945952232628e-16","-0.68665436564722149","0.14699634949464382","0.7119675943277618","182.1386250062944","-16.724545552228019","27.64335695778297","0.000675504","0.000006602","11"
"12","fruittea","0.0","-0.566399993137088","0.94719999999999849","-0.4353999901745495","0.94719999999999971","-0.98540000000000016","0.94719999999999971","SIDE","1.1961227301065394e-16","0.68480546509969431","-0.21548189733786582","0.69613865493108851","-199.15680179803286","72.115930614241492","108.77156323061652","0.011398787","0.000107197","12"
"13","fruittea","0.0","-0.77539999654479608","0.94719999999999793","-0.65239999396223725","0.94720000000000093","-0.77139999635480405","0.94719999999999949","SIDE","0.70603758922547522","0.16824575612152082","0.68789845773033764","-1.9655876711944501e-17","-188.04559441201408","27.390245035331382","50.36136330525931","0.009290143","0.000060693","13"
"14","fruittea","0.0","-0.98540000000000016","1.570796326794897","-0.88839999539274261","0.94719999999999949","-0.64639999367725354","1.570796326794897","SIDE","0.66889141042956013","-0.31086994131116968","-0.092349562512754613","-0.66889141042956035","-56.136388023922663","-83.770579817361778","-76.745246601999185","0.007087093","0.000053926","14"
"15","fruittea","0.0","-0.98540000000000016","0.94719999999999938","-0.93139999743514146","0.94719999999999938","-0.49739998985976269","0.94720000000000304","SIDE","0.69650594906576213","0.16228639318573315","0.69895821727966523","1.9924866150000615e-17","-228.50263323116437","34.968224952813728","89.096316543984742","0.000009973","0.000040407","15"
"16","fruittea","0.0","-0.66739999467470357","1.190200005022624","1.0986000337920989","1.5707963267948959","-0.98540000000000028","1.1082000043874509","SIDE","1.9492162169147365e-16","-0.68665436564722149","0.14699634949464382","0.71196759432776191","157.78283978230047","-11.510551880713328","27.987008112458987","0.008698650","0.000105660","16"
"17","fruittea","0.0","-0.56239999294709564","0.94719999999999938","-0.42839998984206579","0.94719999999999949","-0.98540000000000028","0.94719999999999949","SIDE","0.70069303342540701","-0.20962905594390088","-0.68197135703280853","0.0","199.75710641591235","-78.283795435069223","106.65044793174529","0.007823181","0.000036408","17"
"18","fruittea","0.0","-0.82439999561254296","1.232200007017505","-0.62739999277479819","1.2012000055450911","-0.98540000000000028","1.233200007065004","SIDE","0.71338849276972627","-0.21924914377643645","-0.66558746332622387","3.8906676932603807e-17","146.53911417010275","-64.2223408651532","80.652474935433517","0.019749456","0.000222655","18"
"19","fruittea","0.0","-0.98539999999999994","1.1482000030277311","-0.95239999843258383","1.3402000088876129","-0.78739999385513759","1.334200008602624","SIDE","0.70516394326317089","0.15101035922898573","0.69277679271686621","-3.9360457778355774e-17","-168.18413293182985","18.995018009747252","63.895797996682951","0.021147276","0.000233815","19"
"20","fruittea","0.0","-0.98540000000000028","0.9872000018998961","-0.9303999973876419","1.3232000080801529","-0.74939999530986179","1.299200006940213","SIDE","0.71233089572740749","-0.25411107205895755","-0.65422645777225841","-1.9482220820483916e-16","138.75353974545675","-80.003746086497628","61.104275481166233","0.019044992","0.000259911","20"
"21","fruittea","0.0","-0.60039999149236833","0.94719999999999815","-0.48539998928978612","0.9471999999999986","-0.98539999999999994","0.94719999999999949","SIDE","0.71005715287765159","0.19442169983761079","0.67677104125364096","-3.9089213457175631e-17","-204.5197921385392","46.801614112349277","28.38153149643","0.007415314","0.000032464","21"
"22","fruittea","0.0","-0.8433999965149952","1.288200006417749","-0.65639999415222683","1.248200004517845","-0.98540000000000016","1.2382000073024839","SIDE","1.1858067396917073e-16","0.67922590459904708","-0.21348232246207216","0.70219475113233787","-159.14980491655396","52.87227749109389","85.0578713064331","0.018475366","0.000211345","22"
"23","fruittea","0.0","-0.96339999895505768","1.3892000079553579","-0.81039999494757653","1.4142000091428011","-0.98540000000000028","1.392200008097852","SIDE","0.70303380048620512","0.21060978678473452","0.67925473357527022","1.5791886874533583e-16","-160.30227628874206","37.014512007886715","51.424983470237201","0.021354149","0.000251872","23"
"24","fruittea","0.0","-0.60339999163486224","0.94719999999999427","-0.49339998966976628","0.94719999999999938","-0.98540000000000016","0.94719999999999949","SIDE","1.7326488864814789e-16","-0.66870036706759839","0.18220225572830742","0.72086209297699622","191.4925861149031","-49.928672098411738","22.827330759769236","0.007882951","0.000045750","24"
"25","fruittea","0.0","-0.77639999659229142","0.94719999999999782","-0.65539999410472771","0.94719999999999949","-0.78739999385513848","0.94719999999999949","SIDE","1.5543826637447886e-16","-0.67290075459692755","0.1924752623120507","0.71425334991219513","171.68917563130924","-46.442905994582006","46.654236754431359","0.009112955","0.000052743","25"
"26","fruittea","0.0","-0.71939999388493381","0.94719999999999949","-0.5813999938495451","0.94719999999999949","-0.8553999970849625","0.94719999999999938","SIDE","0.71338849276972627","-0.21924914377643645","-0.66558746332622387","3.8906676932603807e-17","170.19476799483036","-72.014677909219884","80.207924020111463","0.008714646","0.000037536","26"
"27","fruittea","0.0","-0.98539999999999994","0.94719999999999938","-0.88139999831989502","0.94719999999999949","-0.53839999180715103","0.94719999999999949","SIDE","0.71233089572740771","-0.2541110720589575","-0.65422645777225819","-1.558577665638713e-16","196.51615656989372","-102.52153576001945","46.922359339459959","0.005443878","0.000049837","27"
"28","fruittea","0.0","-0.77239999640230339","0.94719999999999882","-0.64639999367724976","0.94719999999999882","-0.7883999939026326","0.94720000000000326","SIDE","0.70303380048620512","0.21060978678473452","0.67925473357527022","1.9739858593166977e-16","-184.09327110429351","44.391150105241636","51.711123413365925","0.007291903","0.000030033","28"
"29","fruittea","0.0","-0.61039999196734185","0.94719999999999427","-0.56139999289959763","0.94719999999999949","-0.95639999862257552","0.94719999999999949","SIDE","0.5340896229728529","-0.34864026872968956","0.55492928584236867","0.53408962297285312","-39.971489959791825","-186.40298947975742","8.0968343325022971","0.007733513","0.000056233","29"
"30","fruittea","0.0","-0.98540000000000028","1.0972000038649941","-0.90839999634269397","1.253200004755336","-0.75039999535735902","1.2362000072074899","SIDE","1.5774768060296844e-16","0.67756470397785384","-0.21348589793277278","0.70379673436812784","-158.59801955082875","59.163933956722346","64.444733349331742","0.019479330","0.000208970","30"
"31","fruittea","0.0","-0.97739999962002144","1.4102000089528011","-0.83739999623000594","1.4462000106627171","-0.9854000000000005","1.404200008667819","SIDE","1.5543826637447886e-16","-0.67290075459692755","0.1924752623120507","0.71425334991219513","147.74460661610709","-39.593846648660168","47.160300734855916","0.023793399","0.000269558","31"
"32","fruittea","-1.110223024625157e-16","-0.93539999762512782","1.480200009017987","-0.89439999567772743","1.443200010520227","-0.98540000000000016","1.428200009807765","SIDE","0.50416540748709626","-0.38083389827189301","0.58872746301983703","0.50416540748709648","-33.700132338014775","-167.21154071248375","47.665706325549962","0.019820198","0.000345003","32"
"33","fruittea","0.0","-0.7103999934574704","0.94719999999999938","-0.5933999911598844","0.94719999999999949","-0.85539999708495895","0.94719999999999938","SIDE","1.185806739691707e-16","0.67922590459904697","-0.21348232246207222","0.70219475113233809","-182.91139737297433","60.340602695781797","85.402751824875892","0.007901966","0.000035429","33"
"34","fruittea","0.0","-0.59339999115989772","0.94719999999999815","-0.48339999245442322","0.94720000000000126","-0.91439999662768012","0.94720000000000326","SIDE","0.71005715287765159","0.19442169983761079","0.67677104125364096","-3.9089213457175631e-17","-228.37410147093618","53.654441857853726","28.173978696521161","0.008667311","0.000037188","34"
"35","fruittea","0.0","-0.98540000000000016","1.1892000049751299","-0.93339999753012848","1.3182000078426661","-0.82739999575503742","1.3702000070529079","SIDE","1.3787744752958726e-16","-0.68846788089634736","0.17202044418604065","0.70457146107128854","152.26375019531497","-36.008048016739146","64.12387448220457","0.020063051","0.000238592","35"
"36","fruittea","0.0","-0.59939999144487843","0.94719999999999849","-0.49239998962227421","0.94719999999999949","-0.91039999643769376","0.94719999999999938","SIDE","1.7326488864814789e-16","-0.66870036706759839","0.18220225572830748","0.72086209297699622","215.50785608953271","-56.472165382989942","21.848758493486887","0.009244575","0.000041132","36"
"37","fruittea","0.0","-0.54539999213964119","0.94719999999999915","-0.4353999901745465","0.94719999999999949","-0.98540000000000016","0.94719999999999949","SIDE","7.9741515340435957e-17","0.68480546509969431","-0.21548189733786582","0.6961386549310884","-214.95786938274574","68.853665657086282","109.20558868939011","0.007687556","0.000035416","37"
