id,object,sdh_knuckle_joint,sdh_finger_12_joint,sdh_finger_13_joint,sdh_finger_22_joint,sdh_finger_23_joint,sdh_thumb_2_joint,sdh_thumb_3_joint,direction,qw,qx,qy,qz,pos-x,pos-y,pos-z,eps_l1,vol_l1,
32,hotpot2,0,-0.7513999954,0.9472,-0.5803999938,0.9472,-0.5603999929,0.9472,SIDE,0.4865525495,-0.336078814,0.6431051733,-0.4865525495,-217.7882266363,64.3157250195,126.8023671074,0.014923558,0.000079265,32
33,hotpot2,0,-0.453399991,0.47,-0.7673999962,0.47,-0.0823999864,0.47,SIDE,0.4948790508,-0.3546714748,0.6199980606,0.4948790508,-61.4062668883,-254.9168573724,120.3626898136,0.010438533,0.000049486,33
34,hotpot2,0,-0.8583999972,0.9472,-0.674399995,0.9472,-0.4723999919,0.9472,SIDE,0.5051797864,0.6114059303,0.3402492543,0.5051797864,-179.6170159858,47.7294741027,62.5438059156,0.007216927,0.000051859,34
35,hotpot2,0,-0.7783999967,0.47,-0.7753999965,0.47,-0.1233999851,0.47,SIDE,0.6880892143,0.2171004207,0.6923876375,8.0674351639100864e-17,-225.2204491605,66.6461228328,127.2162855934,0.000001504,0.000029373,35
36,hotpot2,0,-0.7583999957,0.9472,-0.5233999911,0.9472,-0.5093999904,0.9472,SIDE,0.4865525495,-0.336078814,0.6431051733,-0.4865525495,-170.1457800908,49.377279233,124.1490437871,0.012734726,0.00006876,36
37,hotpot2,0,-0.6243999926,0.47,-0.4903999895,0.47,-0.3353999887,0.47,SIDE,0.5051797864,0.6114059303,0.3402492543,0.5051797864,-227.6927122824,61.4277612702,61.50248259,0.000189142,0.000059338,37
38,hotpot2,0,-0.0033999827,0.47,-0.474399992,0.47,-0.3503999894,0.47,TOP,0.0435063432,0.8516835637,0.5222473604,-5.7030873200822958e-17,-13.4888045886,18.04564512,331.1028084746,0.004343049,0.000015915,38
39,hotpot2,0,-0.8053999947,0.9472,-0.6673999947,0.9472,-0.5113999905,0.9472,SIDE,0.5051797864,0.6114059303,0.3402492543,0.5051797864,-227.6927122824,61.4277612702,61.50248259,0.008559637,0.000074707,39
40,hotpot2,0,1.0326000307,1.5707963268,-0.4943999897,1.044000011,-0.072399986,0.47,SIDE,0.7027303091,0.6959631843,-0.1476663765,-1.9748383736541025e-16,23.1991616371,182.0282833035,117.5719026079,0.007628003,0.000030959,40
41,hotpot2,0,1.0326000307,1.5707963268,-0.4943999897,1.0442000046,-0.252399988,0.9472,SIDE,0.7027303091,0.6959631843,-0.1476663765,-1.7773545362886921e-16,23.1991616371,182.0282833035,117.5719026079,0.007590944,0.000018761,41
42,hotpot2,0,-0.3163999878,0.6450000051,-0.1173999848,0.47,-0.3083999874,0.7420000064,SIDE,0.7072173413,-0.6841287951,0.1783575731,1.3736161288174149e-16,-37.0866135848,-171.338957248,65.8937616222,0.009615296,0.000128832,42
43,hotpot2,0,-0.6643999945,0.6610000058,-0.4953999898,0.8700000092,-0.4693999918,0.8270000072,SIDE,0.4865525495,-0.336078814,0.6431051733,-0.4865525495,-170.1457800908,49.377279233,124.1490437871,0.019105266,0.000142752,43
44,hotpot2,0,-0.43139999,0.9472,-0.2963999868,0.9472,-0.3873999879,0.9472,SIDE,0.7072173413,-0.6841287951,0.1783575731,1.3736161288174151e-16,-37.0866135848,-171.338957248,65.8937616222,0.008134294,0.000014978,44
45,hotpot2,0,-0.4293999899,0.9472,-0.3013999871,0.9472,-0.3963999883,0.9472,SIDE,3.3105258593398341e-16,-0.1778546678,-0.6786068868,0.712643256,28.4354555809,177.0004592673,63.9016525972,0.00731972,0.000010988,45
46,hotpot2,0,-0.7233999941,0.4820000006,-0.5303999914,0.5210000024,-0.3163999878,0.47,SIDE,0.5051797864,0.6114059303,0.3402492543,0.5051797864,-179.6170159858,47.7294741027,62.5438059156,0.013920473,0.000099802,46
47,hotpot2,0,0.0426000162,0.47,-0.4763999921,0.9400000093,-0.0343999842,0.47,SIDE,2.3795093814769053e-16,0.187614228,0.6891954379,0.6998646653,-40.2137090218,-177.0666092791,118.7181125154,0.006633372,0.000027338,47
