id;object;sdh_knuckle_joint;sdh_finger_12_joint;sdh_finger_13_joint;sdh_finger_22_joint;sdh_finger_23_joint;sdh_thumb_2_joint;sdh_thumb_3_joint;direction;qw;qx;qy;qz;pos-x;pos-y;pos-z;eps_l1;vol_l1;
67;yellowsaltcube;0;0.1856000198;0.9472;-0.3143999877;1.1712000041;-0.453399991;1.2752000058;SIDE;0.5242168285;-0.3889195055;0.5469324014;-0.5242168285;-154.4474438823;15.7379227354;-3.5499726528;0.014281073;0.000045826;67
68;yellowsaltcube;0;0.0996000189;0.9472;-0.4793999923;1.5707963268;-0.4663999916;1.5707963268;SIDE;0.7513372605;-0.6468352003;0.1307537556;1.8470783411331578e-17;-22.5474255884;-133.9387388337;-4.0695531157;0.01291017;0.000025293;68
69;yellowsaltcube;0;0.2986000219;0.9472;-0.4473999907;1.3562000064;-0.4213999895;1.3532000062;SIDE;0.511267796;0.3648733351;-0.5865815636;-0.511267796;146.9289868838;-40.2009593085;126.3657170912;0.016518065;0.000055556;69
70;yellowsaltcube;0;-0.5553999926;1.4392000103;-0.3853999878;1.5032000101;-0.7973999943;0.9472;TOP;1.077979797736694e-16;0.9011719409;-0.2077256065;0.3804460611;-110.1980741132;39.6142570196;233.8156299185;0.009205883;0.000137424;70
71;yellowsaltcube;0;1.0326000307;1.5707963268;-0.9854;1.5707963268;-0.100399984;1.5707963268;SIDE;0.4981898212;-0.291725618;0.6469234637;-0.4981898212;-129.0076690417;60.1937390142;10.1398748664;0.000042677;0.000000033;71
72;yellowsaltcube;0;0.0256000154;0.9472;-0.2283999869;0.9472;-0.4503999909;1.0842000032;SIDE;0.7031912211;0.6902438555;-0.1705447932;-7.8941758036107158e-17;49.1501879621;153.6813383593;133.8564295846;0.013670277;0.00005256;72
73;yellowsaltcube;0;0.2286000185;0.9472;-0.9854;1.5707963268;-0.0143999832;1.368200007;SIDE;0.4991784402;0.5923182146;0.3883309185;0.4991784402;-146.5671840446;18.6019961981;132.8064054515;0.005995561;0.000014889;73
74;yellowsaltcube;1.6653345369377351e-16;0.0686000175;0.9472;-0.230399987;0.9472;-0.5763999936;1.0282000038;SIDE;-0.4945390845;-0.3937591812;0.5965030554;0.4945390845;157.6929675636;-55.109973765;135.5966764275;0.010000517;0.000030143;74
75;yellowsaltcube;0;0.237600019;0.9472;-0.0753999861;1.3772000074;-0.9854;1.5707963268;SIDE;-0.4945390845;-0.3937591812;0.5965030554;0.4945390845;133.294948779;-50.114782926;135.0555222265;0.011695987;0.000037781;75
76;yellowsaltcube;0;0.0316000157;0.9472;-0.4083999889;1.3052000072;-0.3973999884;1.2502000046;SIDE;0.5360013116;-0.3430951392;0.5546989394;-0.5360013116;-149.6078179777;28.520200018;-9.8031415025;0.013629663;0.00005596;76
77;yellowsaltcube;0;-0.072399986;0.9472;-0.3263999883;0.9472;-0.2953999868;0.9472;SIDE;0.7513372605;-0.6468352003;0.1307537556;0;-27.4417507865;-158.1508297539;-7.2833256853;0.005345963;0.000009448;77
